127,68,2,1,95,0,0,0,0,0,0,18,178,0,0,0,0,0,0,59,104,1,0,0,0,0,0,21,2,0,0,0,11,2,0,1,107,0,0,0,1,0,0,14,178,8,0,0,0,0,0,34,154,17,0,0,0,0,0,10,3,2,1,1,19,3,0,1,97,4,0,0,0,0,0,6,178,22,0,0,0,0,0,21,167,26,2,0,0,0,0,3,1,4,3,5,39,7,0,0,84,3,0,0,0,0,0,5,178,17,0,0,0,0,0,35,132,7,0,0,1,0,0,21,2,0,0,0,60,13,0,0
132,252,2,0,0,0,0,0,0,0,0,0,15,4,0,7,87,29,1,8,156,30,0,3,26,12,1,29,156,27,0,0,0,0,0,48,0,0,0,0,0,0,0,0,25,7,0,18,73,37,1,7,156,33,0,7,21,11,0,26,156,51,0,0,0,0,0,28,0,0,0,0,0,0,0,0,19,12,3,41,59,7,0,1,156,39,3,13,15,2,0,28,156,49,0,0,0,0,0,42,0,0,0,0,0,0,0,0,17,2,0,32,90,0,0,1,156,58,0,10,27,0,0,7,156,100,0,0,0,0,0,7
133,125,2,1,9,11,70,123,107,115,32,12,1,0,3,59,102,69,46,2,55,34,0,1,17,39,11,5,48,18,2,12,11,18,9,7,9,4,7,16,64,123,123,83,20,2,2,13,123,123,28,12,123,46,2,1,16,35,11,28,14,20,0,0,29,80,20,2,45,0,2,5,7,12,55,123,47,26,39,53,35,22,7,34,89,81,30,27,23,15,4,14,17,30,3,18,36,24,2,3,74,1,0,3,10,14,6,45,83,7,5,5,1,16,31,60,56,21,7,14,28,18,10,52,23,18,2,13,37,16,2,11
137,239,2,0,107,1,0,0,0,0,0,28,122,10,0,0,0,0,0,36,122,2,0,0,0,0,0,66,76,5,0,0,0,0,0,35,122,0,0,0,0,0,0,55,122,5,0,0,0,0,0,80,122,17,0,0,0,0,0,101,122,10,0,0,0,0,0,53,121,3,0,0,0,0,0,45,122,25,0,0,0,0,0,28,122,82,0,0,0,0,0,10,107,38,0,0,0,0,0,13,107,9,0,1,0,0,0,14,122,18,0,0,0,0,0,14,122,8,0,0,0,0,0,74,69,10,0,0,0,0,0,36
153,153,2,0,13,0,0,0,0,7,38,137,40,0,0,0,0,0,5,137,9,1,2,0,0,0,23,63,2,2,7,13,8,1,13,23,14,15,76,9,0,0,4,95,27,9,26,5,0,0,49,137,137,27,8,0,0,0,35,137,38,21,52,19,1,0,0,9,5,9,87,11,0,0,16,51,35,54,105,25,0,0,8,43,137,109,12,0,0,0,3,61,64,11,6,8,8,19,27,31,2,0,0,0,1,0,22,58,28,9,6,0,0,0,10,137,58,12,1,0,0,0,23,137,5,0,0,0,1,43,93,52
153,153,2,0,13,8,11,89,16,0,0,2,137,15,11,41,4,0,0,8,137,37,0,0,0,0,0,6,66,15,0,0,0,0,0,9,69,4,6,64,8,0,0,24,107,21,21,107,22,0,0,20,137,48,6,2,0,0,0,66,49,10,3,5,0,0,0,24,131,17,5,11,2,0,0,17,51,137,112,51,8,0,0,3,97,137,68,9,1,0,0,9,19,28,19,50,12,0,0,3,115,20,0,0,0,0,0,14,137,66,10,0,0,0,2,37,51,67,10,2,2,5,24,44,0,2,2,18,35,16,12,2
162,130,2,0,0,6,4,4,62,36,1,1,18,1,1,1,99,73,12,14,135,19,3,9,11,16,16,64,74,9,4,36,46,26,6,12,0,1,1,15,64,16,0,1,38,2,0,36,135,32,0,12,135,18,1,5,25,9,2,47,114,19,3,20,107,17,2,9,3,13,16,18,50,6,0,1,40,12,4,36,135,18,0,0,135,39,2,7,30,1,0,9,130,18,2,20,71,2,0,2,10,16,9,21,71,5,0,0,7,40,72,41,93,11,0,0,95,101,36,8,5,0,0,0,91,91,26,35,21,0,0,0
169,104,2,0,0,0,15,133,40,0,0,0,128,10,36,31,3,0,0,25,133,2,0,0,0,0,0,43,10,0,0,0,1,0,3,7,2,0,32,133,50,10,6,13,64,11,63,108,61,0,0,10,133,22,7,7,6,0,0,48,25,1,0,9,7,0,0,5,33,6,5,11,19,19,36,95,20,32,103,85,23,0,24,17,102,117,60,11,1,0,26,18,17,9,0,15,5,0,9,8,58,3,0,0,0,11,48,55,5,5,11,2,4,13,133,40,3,9,6,0,2,5,133,93,16,0,0,2,0,0,48,118
169,184,2,0,7,3,2,33,39,81,68,29,126,16,2,4,3,5,50,126,84,1,0,2,32,36,3,29,1,0,1,11,105,56,6,9,18,14,10,115,88,12,4,3,126,68,6,22,16,4,4,22,90,4,0,0,21,126,18,22,27,19,24,44,36,52,4,7,12,19,11,17,51,20,17,4,126,81,21,14,18,14,6,18,43,15,10,10,35,126,22,26,126,55,9,25,10,15,7,30,43,29,8,3,1,1,2,5,51,68,18,24,20,3,1,12,24,66,33,39,37,10,1,4,68,116,13,5,5,3,1,6
173,108,2,0,3,26,23,3,1,0,1,3,21,89,75,4,2,0,0,6,69,134,17,1,4,19,20,19,4,20,5,1,35,134,17,3,11,14,17,15,3,7,26,15,134,49,27,6,7,3,6,37,35,29,25,21,76,68,24,6,0,12,36,7,78,102,31,0,21,13,1,2,1,13,101,20,134,42,1,6,8,4,17,37,68,21,87,98,80,20,3,1,0,72,134,16,9,13,8,0,18,134,4,0,0,0,4,1,131,134,9,0,0,0,0,0,38,22,24,11,0,13,2,0,0,9,23,1,0,10,3,0
178,175,2,1,55,6,6,10,18,10,20,67,43,116,26,29,40,13,1,6,22,98,51,40,8,0,0,0,4,4,8,40,44,13,10,7,116,52,24,1,0,0,15,73,116,111,6,3,1,6,3,21,21,55,15,20,31,86,36,3,9,12,3,34,89,47,20,2,72,51,28,0,0,0,5,112,116,11,0,0,19,44,15,46,18,13,11,5,74,116,91,13,54,30,10,1,6,38,62,26,114,68,8,5,1,0,2,99,60,26,8,3,13,22,17,74,2,68,80,14,49,33,6,3,9,33,34,8,45,56,14,4
178,175,2,0,7,4,13,20,94,23,2,6,9,13,93,70,11,2,2,3,0,9,116,64,34,15,0,0,0,9,94,68,92,72,0,0,28,6,2,1,74,70,13,51,116,25,33,78,3,4,4,82,7,4,42,116,36,1,0,0,0,20,87,116,25,5,5,2,32,45,20,43,44,21,3,14,116,96,9,9,5,3,4,41,20,4,6,80,116,15,7,7,12,1,10,47,102,21,32,41,15,10,7,32,18,2,10,25,35,10,1,7,8,3,47,88,4,0,0,8,35,44,59,24,6,0,0,32,116,48,13,29
180,123,2,0,38,7,4,0,0,1,33,108,26,7,1,4,25,87,59,91,25,14,10,96,80,46,19,5,0,0,0,66,90,7,24,15,33,10,1,0,0,0,7,44,22,9,3,6,8,4,36,92,97,20,13,69,58,0,8,65,5,5,30,133,98,0,0,0,30,13,19,2,0,0,1,18,42,37,11,9,6,1,6,30,133,101,21,20,0,0,0,33,69,33,115,133,0,0,0,12,0,2,12,3,0,1,21,6,25,6,3,1,0,1,17,38,84,10,0,0,0,0,36,133,39,7,20,26,0,0,70,133
181,152,2,1,0,19,3,0,13,17,0,0,10,136,18,0,0,4,0,0,30,136,29,0,0,0,0,0,12,136,8,0,2,2,0,0,28,75,2,0,3,6,0,3,72,105,12,0,0,0,5,28,136,117,5,0,0,0,2,57,34,58,4,0,2,16,12,14,89,26,1,0,1,8,14,44,102,134,103,1,0,0,1,11,136,97,57,1,0,0,1,22,53,13,4,2,0,2,4,12,136,47,9,0,2,9,6,18,136,58,37,3,0,0,0,35,35,36,53,10,0,0,0,7,26,12,2,0,0,0,0,9
187,116,2,0,1,0,0,20,19,0,0,0,124,0,0,2,0,0,0,59,128,2,0,11,12,2,2,112,9,0,0,66,128,13,2,9,0,0,0,32,49,2,0,0,103,7,0,1,5,2,0,27,128,5,0,0,2,29,18,106,12,0,0,6,62,128,31,16,0,1,0,128,99,0,0,0,81,93,1,8,8,0,0,1,128,75,0,1,18,44,11,20,4,1,0,4,24,82,38,7,0,1,38,128,84,0,0,0,77,57,73,60,3,2,2,3,29,27,15,9,18,25,10,4,2,3,2,16,38,6,2,1
187,251,2,0,0,0,0,22,18,0,0,0,104,6,11,104,82,4,4,74,141,10,4,2,0,0,0,123,40,5,3,2,0,0,0,13,0,0,0,7,17,0,0,0,40,9,7,71,141,37,10,31,141,20,2,5,18,12,9,141,82,6,0,0,0,0,0,26,0,0,0,2,6,0,0,0,17,39,44,141,141,8,1,1,141,141,39,26,12,2,0,21,82,5,0,0,0,0,0,48,0,0,0,0,0,0,0,0,18,10,13,31,20,19,10,7,80,65,12,5,1,2,2,12,37,19,0,0,0,0,0,15
195,25,2,0,76,39,0,0,0,0,0,4,124,21,0,0,0,0,0,21,120,57,0,0,0,0,0,3,86,76,0,0,0,0,0,0,79,27,0,0,0,0,0,33,124,60,0,0,0,0,0,22,124,124,0,0,0,0,0,3,96,104,0,0,0,0,0,3,73,2,0,0,0,0,0,59,124,6,0,0,0,0,0,68,124,12,0,0,0,0,0,72,124,11,0,0,0,0,0,56,88,11,0,0,0,0,0,12,124,18,0,0,0,0,0,15,124,4,0,0,0,0,0,44,122,4,0,0,0,0,0,43
238,67,2,0,54,0,0,0,0,0,0,33,131,8,0,0,0,0,0,64,131,4,0,3,1,0,0,32,12,1,1,67,50,0,0,1,94,11,0,0,0,0,0,12,131,90,0,0,0,0,0,12,131,56,0,0,0,0,0,16,31,11,1,40,36,0,0,1,108,3,0,0,0,0,0,24,131,14,0,0,0,0,0,127,131,7,0,0,0,0,0,131,53,3,0,17,20,0,0,21,43,0,0,0,0,0,0,24,96,0,0,0,0,0,0,125,131,3,0,0,0,0,0,116,87,4,0,4,5,0,0,19
241,194,2,1,128,191,6,0,0,0,0,0,67,191,6,0,0,0,0,4,34,57,2,7,15,2,0,1,4,3,2,12,39,11,2,2,126,191,4,5,10,4,5,5,134,60,1,0,4,3,8,31,35,18,1,6,41,9,0,2,1,2,1,12,45,6,0,0,19,98,10,14,94,10,0,2,170,37,0,1,18,5,1,19,30,4,0,0,25,37,2,6,0,0,0,1,26,35,0,0,16,12,2,3,87,41,3,11,85,43,0,1,7,7,3,34,5,3,0,0,22,29,0,1,0,0,0,0,27,19,0,0
243,109,2,0,3,1,2,15,15,3,1,6,18,6,0,11,8,0,0,5,161,19,0,0,1,1,5,40,161,49,0,0,15,17,16,46,12,4,2,9,27,1,2,14,23,3,1,23,19,0,0,9,154,7,0,1,1,0,5,53,161,86,0,0,0,0,10,81,13,11,2,16,33,0,0,2,19,13,6,14,24,0,0,2,82,41,6,2,2,0,1,27,161,83,10,0,0,0,1,116,6,4,0,17,64,3,0,18,11,15,14,4,3,0,0,12,77,139,15,0,0,0,0,1,120,161,24,0,0,0,0,4
3,149,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,13,59,1,0,0,0,0,0,7,49,20,4,0,0,0,0,1,53,14,21,113,27,0,0,0,152,24,0,0,10,16,26,152,152,66,0,0,0,0,0,21,152,64,4,0,0,0,0,5,146,56,29,49,4,0,0,0,152,73,23,29,22,10,7,60,152,51,0,0,0,0,8,31,152,19,0,0,0,0,1,30,140,18,1,0,0,0,0,37
6,111,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,59,0,0,0,0,0,0,36,12,2,5,2,0,0,0,4,0,0,0,32,5,0,0,0,92,12,10,172,35,0,0,51,172,38,6,15,1,0,0,157,61,5,3,1,0,0,0,12,21,1,1,87,15,0,0,9,35,65,70,172,74,0,0,2,172,172,55,47,1,0,0,12,42,16,2,7,0,0,0,6,42,8,1,10,2,0,0,13,7,12,18,120,25,0,0,3,89,41,16,31,4,0,0,28,28,2,3,5,0,0,0,16
31,252,3,0,4,26,6,0,0,0,0,0,156,156,64,6,0,0,0,0,156,57,0,0,0,0,0,26,156,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,50,13,12,45,2,0,0,1,156,40,4,6,0,0,0,30,156,35,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,8,39,62,2,0,0,0,136,67,43,28,1,0,0,18,156,37,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,33,27,0,0,0,61,48,12,28,27,1,0,1,156,56,0,0,0,0,0,3
35,211,2,0,125,7,0,0,0,0,0,3,127,10,0,0,0,0,0,12,127,2,0,0,0,0,0,42,126,5,0,0,0,0,0,23,127,28,0,0,0,0,0,1,127,44,0,0,0,0,0,5,127,33,0,0,0,0,0,18,127,6,0,0,0,0,0,28,117,33,0,0,0,0,0,2,127,10,0,0,0,0,0,36,127,6,0,0,0,0,0,45,127,7,0,0,0,0,0,20,83,15,0,0,0,0,0,5,127,8,0,0,0,0,0,15,127,7,0,0,0,0,0,16,127,4,0,0,0,0,0,15
53,252,3,0,0,0,0,3,1,0,0,0,10,19,21,62,49,1,0,0,158,100,6,4,4,0,0,0,158,43,0,0,0,0,0,22,0,0,0,0,0,0,0,0,31,7,1,20,82,15,2,11,158,73,1,4,10,2,1,31,158,54,0,0,0,0,0,25,0,0,0,0,0,0,0,0,20,9,5,65,46,1,0,1,158,32,5,22,16,0,0,37,158,15,0,0,0,0,0,81,0,0,0,0,0,0,0,0,12,2,1,6,42,15,0,3,158,24,1,3,20,9,0,17,158,35,0,0,0,0,0,12
56,40,3,0,116,3,0,0,0,0,0,10,137,32,0,0,0,0,0,2,117,48,0,0,0,0,0,0,82,36,0,0,0,0,0,0,137,0,0,0,0,0,0,21,137,7,0,0,0,0,0,13,137,32,0,0,0,0,0,1,119,24,0,0,0,0,0,0,137,0,0,0,0,0,0,14,137,2,0,0,0,0,0,24,137,16,0,0,0,0,0,7,113,13,0,0,0,0,0,6,124,1,0,0,0,0,0,13,137,1,0,0,0,0,0,26,137,4,0,0,0,0,0,26,64,0,0,0,0,0,0,31
70,161,3,0,0,0,0,1,32,87,37,0,34,33,1,0,21,20,1,1,73,124,2,0,0,0,0,16,97,56,1,4,10,2,2,16,1,14,24,35,44,12,2,0,65,12,15,12,9,3,0,15,124,59,0,0,0,0,0,48,119,85,1,1,24,45,3,15,3,9,9,20,87,38,5,7,37,29,16,7,7,8,16,18,124,124,7,0,1,0,0,27,65,77,6,13,106,50,1,3,10,20,5,21,123,18,0,2,50,124,64,0,1,0,2,19,53,124,58,2,32,15,0,7,22,39,5,3,111,113,4,7
77,187,3,1,116,11,0,0,0,0,1,43,175,2,0,0,0,0,1,155,41,3,6,1,0,1,1,23,0,0,1,1,1,3,0,0,65,14,0,0,4,7,5,28,175,5,0,0,1,2,2,107,135,4,0,0,1,3,1,24,0,0,0,0,3,11,2,0,61,7,0,0,1,14,15,14,175,58,0,0,0,2,1,6,141,21,0,0,7,3,0,0,0,0,0,0,11,6,1,0,56,54,14,0,0,1,1,1,175,152,0,0,0,0,0,0,50,20,0,0,5,4,0,0,0,0,0,0,10,5,0,0
80,100,3,0,57,7,0,0,0,0,29,109,63,3,0,0,0,0,47,129,36,1,0,0,0,0,3,53,129,0,0,0,1,0,0,69,53,14,2,0,0,1,14,38,129,98,0,0,0,0,15,105,93,40,0,0,0,0,3,49,121,0,0,0,0,0,0,58,70,13,1,0,0,0,0,9,129,19,0,0,7,5,41,129,26,5,0,0,2,2,38,129,71,0,0,0,0,0,1,80,47,4,0,0,0,0,0,17,46,2,0,0,38,28,14,34,60,12,0,0,17,13,10,129,87,12,0,0,0,0,1,122
80,100,3,0,2,6,6,4,0,1,0,2,90,54,11,1,0,0,1,33,135,62,5,0,0,0,0,68,32,15,0,0,0,0,0,5,16,78,9,0,0,0,0,1,87,135,57,0,0,0,0,14,115,135,68,0,0,0,0,14,47,45,0,0,0,0,0,2,33,78,2,0,0,25,14,8,135,42,4,0,0,18,12,86,124,37,12,0,1,0,0,18,71,115,0,0,0,0,0,0,17,19,19,1,1,32,27,7,135,57,11,0,0,11,7,12,135,43,0,0,0,0,0,4,91,135,0,0,5,3,0,0
80,181,3,1,9,4,0,2,16,29,12,1,156,47,0,0,1,1,1,17,156,25,1,0,0,0,0,39,19,5,5,1,1,2,1,4,25,20,3,6,0,4,4,1,147,24,0,0,1,3,4,61,156,12,0,0,0,0,0,102,35,2,3,1,0,1,1,9,24,13,1,2,0,3,9,12,151,40,0,0,3,15,13,11,156,95,0,0,0,0,0,9,33,9,0,0,2,4,1,2,9,10,6,0,0,1,4,5,156,120,2,0,0,2,6,3,156,133,0,0,0,1,0,0,8,4,0,0,6,5,0,0
87,207,2,0,137,23,0,0,0,0,0,4,137,18,0,0,0,0,0,11,125,27,1,0,0,0,0,22,54,30,2,41,62,1,0,18,137,22,0,0,0,0,0,4,137,28,0,0,0,0,0,5,137,49,0,0,0,0,0,3,48,42,3,8,3,1,2,5,137,5,0,0,0,0,0,31,137,4,0,0,0,0,0,53,137,9,0,0,1,1,0,32,37,9,0,0,10,22,26,18,132,6,0,0,0,0,0,31,137,11,0,0,0,0,0,30,137,3,0,0,5,2,0,41,28,1,0,0,69,45,13,31
90,231,3,0,86,12,0,0,0,0,0,3,138,31,0,0,0,0,0,5,138,29,0,0,0,0,0,2,97,30,0,0,0,0,0,0,118,16,0,0,0,0,0,7,138,17,0,0,0,0,0,12,138,12,0,0,0,0,0,13,138,19,0,0,0,0,0,6,113,11,0,0,0,0,0,15,138,12,0,0,0,0,0,4,138,10,0,0,0,0,0,8,131,16,0,0,0,0,0,14,97,15,0,0,0,0,0,4,138,13,0,0,0,0,0,9,138,7,0,0,0,0,0,12,107,2,0,0,0,0,0,28
94,144,2,1,107,7,8,1,0,0,0,14,12,6,16,7,14,7,1,3,76,32,12,4,7,6,3,14,54,66,25,6,3,5,3,7,138,6,5,0,1,10,2,47,48,4,10,7,40,117,11,18,138,82,18,4,12,22,6,20,26,37,32,14,43,53,15,3,138,2,0,0,16,20,4,13,86,12,1,1,68,102,5,11,138,29,0,0,16,25,2,33,23,1,0,17,120,109,9,9,82,40,5,11,23,4,0,0,57,62,10,24,45,8,0,0,138,71,0,0,6,47,4,5,5,0,0,15,43,131,19,1
96,150,2,1,10,4,8,3,6,4,2,5,62,18,9,4,6,7,5,26,89,71,22,7,4,8,4,16,51,10,0,0,11,49,82,59,25,5,14,8,35,57,6,11,135,73,19,4,13,18,5,19,43,58,45,18,44,46,15,4,4,2,0,0,64,135,37,2,48,2,0,0,55,93,6,16,135,15,1,0,13,24,4,57,48,3,1,18,135,118,9,17,0,0,0,31,56,135,40,0,37,25,5,17,48,11,0,0,135,58,1,0,6,20,1,8,23,1,0,19,66,131,10,5,0,0,0,40,58,89,11,0
96,138,3,1,47,4,0,2,47,11,0,0,133,28,3,4,1,0,0,1,45,13,4,5,1,3,4,17,58,7,1,1,7,26,17,60,62,3,0,5,47,8,0,5,133,23,14,3,1,7,1,24,58,24,22,13,27,54,8,8,90,96,39,10,8,9,4,8,57,10,2,14,32,2,0,1,133,26,0,0,16,52,8,17,133,40,1,1,30,133,17,18,133,77,19,8,40,60,6,14,35,41,36,29,15,1,0,0,93,67,11,15,48,21,1,0,133,124,7,10,34,26,2,2,99,34,0,6,46,92,17,7
103,167,2,1,1,32,41,25,6,7,5,2,40,91,32,3,1,2,16,23,123,87,0,0,0,0,3,49,23,28,0,0,3,18,1,4,1,4,3,3,5,39,89,25,39,6,2,0,0,62,108,67,150,17,0,0,0,3,20,139,38,7,9,3,5,16,2,12,0,0,0,0,22,38,91,22,141,22,0,0,0,43,74,24,150,78,1,0,0,1,3,12,37,14,9,6,7,2,0,0,3,22,3,0,6,17,17,2,134,139,3,0,0,0,5,4,150,97,0,0,0,1,1,3,20,1,0,0,4,18,5,2
105,50,3,0,25,0,0,6,5,0,0,15,83,0,0,0,0,0,0,33,109,3,0,0,0,0,0,26,101,0,0,0,0,0,0,25,21,4,3,49,22,0,0,1,121,4,0,0,0,0,0,14,151,13,0,0,0,0,0,13,130,8,0,0,0,0,0,11,9,1,1,151,84,0,0,0,111,10,0,7,3,0,0,6,151,23,0,0,0,0,0,5,111,44,0,0,0,0,0,0,1,0,0,151,151,0,0,0,74,6,1,27,29,0,0,5,151,6,0,0,0,0,0,7,111,31,0,0,0,0,0,2
115,131,2,1,35,0,0,3,32,9,17,106,56,17,9,2,0,0,31,129,40,18,3,17,39,11,7,45,146,49,0,2,6,1,0,10,29,0,0,2,60,23,6,60,146,21,0,0,0,0,12,120,113,28,0,2,7,5,8,20,146,28,0,0,3,2,1,21,35,0,0,20,84,7,1,11,146,18,1,2,3,0,1,31,115,18,5,9,2,5,10,17,127,10,0,0,2,6,14,102,26,0,0,8,82,13,0,2,146,6,1,1,2,0,0,31,75,16,22,10,5,2,0,8,51,11,4,2,10,11,8,33
126,102,3,0,13,8,4,0,0,0,4,17,54,3,5,6,1,0,11,115,156,5,0,0,0,0,2,116,106,5,0,0,0,0,0,15,49,13,5,3,0,0,0,15,104,17,12,38,21,0,0,10,156,14,1,2,1,0,0,26,122,2,0,0,0,0,0,12,34,56,54,6,0,0,0,9,58,67,60,19,9,7,1,6,156,26,14,2,1,6,3,87,109,1,0,0,0,0,0,29,32,48,40,5,1,0,9,25,6,22,25,13,61,46,7,8,156,0,1,1,15,27,9,128,120,0,0,0,0,0,0,54
129,113,2,0,13,11,9,0,0,53,73,14,16,19,54,1,0,1,124,123,57,28,10,9,7,8,129,129,3,1,2,33,25,27,129,43,21,5,1,0,0,3,38,37,30,15,24,0,0,2,103,71,129,54,10,17,6,1,19,80,24,19,79,129,23,10,16,13,2,23,20,0,0,0,29,16,48,66,19,0,0,2,30,19,129,49,2,0,2,18,42,104,56,14,22,6,5,70,70,90,6,43,38,4,0,0,0,0,6,36,28,13,11,5,4,3,13,8,15,4,3,7,52,62,32,0,3,0,0,15,45,67
138,198,2,0,73,20,0,0,0,0,0,12,114,59,12,1,0,0,0,10,32,111,21,1,0,6,18,10,61,34,6,6,0,2,14,43,62,15,0,0,0,0,2,24,119,26,0,0,4,7,3,61,61,16,0,3,27,92,54,26,119,74,1,1,1,10,26,38,25,62,32,0,0,0,2,7,119,119,11,7,8,2,0,17,72,110,85,61,50,25,3,7,119,119,18,2,0,1,1,3,56,57,11,0,0,0,0,0,98,99,4,0,0,0,0,0,65,119,46,4,0,0,0,2,62,88,9,0,0,0,0,0
150,251,3,0,0,0,0,2,1,0,0,0,46,8,2,33,23,0,0,2,162,26,0,1,0,0,0,20,162,68,0,0,0,0,0,14,0,0,0,1,1,0,0,0,46,3,0,45,76,0,0,1,162,40,0,5,8,0,0,18,162,27,0,0,0,0,0,46,0,0,0,0,0,0,0,0,30,6,0,19,92,1,0,0,162,24,0,4,13,0,0,32,162,12,0,0,0,0,0,35,0,0,0,0,0,0,0,0,26,4,0,4,59,17,15,11,162,19,0,1,11,4,6,29,162,5,0,0,0,0,0,79
